,text,x,y,size,context,quote
4911,Petersbourg,-1.8036166,10.260426,5.0,"russie, pouviez, mardi, petersbourg, isvolski","empereur de Russie voudrait que votre père fût envoyé à Petersbourg. Si vous
pouviez venir mardi, justement Isvolski"
4912,Isvolski,-2.059377,10.467285,5.0,"pouviez, parlerait, mardi, isvolski, petersbourg","Petersbourg. Si vous
pouviez venir mardi, justement Isvolski sera là, il en parlerait avec vous.
"
4913,Incertain,-5.644042,8.617022,5.0,"incertain, annunzio, ibsen, offres, vivants","Guermantes n'était pas enchanté de ces offres.
Incertain si Ibsen ou d'Annunzio étaient morts ou vivants,"
4914,d'Annunzio,-5.6301274,8.665196,5.414213562373095,"vivants, survivance, froncer, annunzio, ibsen","enchanté de ces offres.
Incertain si Ibsen ou d'Annunzio étaient morts ou vivants, il voyait déjà des
"
4915,madame de Guermantes,-1.7589145,9.334452,5.0,"cause, madame, venez, ursule, vite","« Ursule, vite, vite, venez voir madame de Guermantes
qui cause avec ce jeune homme. »"
4916,Grand Prix,-0.16860978,9.997762,5.0,"duchesse, prix, revue, juillet, 14","
à la revue du 14 juillet ou au Grand Prix. Ce n'est pas que la duchesse de
"
4917,"Mme Alphonse de
Rothschild",0.097741015,8.093774,5.0,"mari, reçu, intime, rothschild, alphonse","cause de son mari. Jamais elle n'eût reçu Mme Alphonse de
Rothschild, qui, intime amie de Mme de "
4918,Mme de La Trémoïlle,-0.03284236,8.192162,5.0,"intime, trémoïlle, sagan, rothschild, alphonse","Alphonse de
Rothschild, qui, intime amie de Mme de La Trémoïlle et de
Mme de Sagan, comme"
4919,Hirsch,-0.91727436,7.55557,5.0,"baron, dernière, amené, galles, hirsch","dernière. Il en était encore de même du baron Hirsch que le prince
de Galles avait amené chez elle"
4920,"prince
de Galles",-0.9533891,7.546322,5.0,"baron, chez, amené, galles, hirsch","en était encore de même du baron Hirsch que le prince
de Galles avait amené chez elle, mais non chez la princesse"
4921,Bourbon,-0.72882813,6.774916,5.414213562373095,"choisie, fils, éminente, catholique, bourbon","fils d'un catholique, fils lui-même
d'un Bourbon et d'une catholique, n'avait rien que de"
4922,Monaldeschi,-2.6279624,9.94156,5.0,"tiens, insuffisant, assassiné, camomille, monaldeschi","
je suis dans la chambre où a été assassiné Monaldeschi. Comme camomille, c'est
insuffisant. Tiens"
4923,Mme de Saint Euverte,-0.79491794,9.491947,5.0,"euverte, dîné, tiens, insuffisant, camomille","camomille, c'est
insuffisant. Tiens, voilà Mme de Saint Euverte. Nous avons
dîné tout à l'heure chez"
4924,"Mme de Cambremer
et la femme",-1.7436436,8.609704,5.0,"personnes, voix, vieille, hétérogènes, architecte","
monde, que deux personnes hétérogènes, la vieille Mme de Cambremer
et la femme à belle voix d'un architecte à laquelle on était"
4925,"Mme de Franquetot
",-0.49804544,9.671248,5.414213562373095,"démarche, invitées, indifférentes, tenta, franquetot","année suivante ne furent-elles pas invitées ; Mme de Franquetot
tenta une démarche en faveur de sa cousine qui aimait"
4926,Uzès,-0.367963,7.26189,5.732050807568877,"luynes, poitiers, etc, trémoïlle, uzès","Angleterre, d'Autriche, etc., des duchesses d'Uzès, de La
Trémoïlle, etc., etc.,"
4927,Mme de Durfort ?,-0.17137215,7.6911798,5.0,"viendrait, agrigente, veiller, grain, durfort",". Le prince d'Agrigente viendrait-il ? Et Mme de Durfort ?
Aussi pour veiller au grain, Mme de"
4928,« Gilbert ,-0.65012985,8.826918,5.0,"gilbert, collège, garden, admettre, camaraderie","qu'une camaraderie de
collège avait fait admettre chez « Gilbert », et duquel la présence à
sa garden"
4929,"demi
tarée",-2.8351052,7.1342397,5.0,"seule, figure, demi, encombrée, tarée"," » Sur la seule vue de la dame à demi
tarée, et dont la figure était encombrée de trop de"
4930,Mélanie Pourtalès,-0.5752071,7.8733983,5.0,"arrangé, pourtalès, paroisses, synode, mélanie","les paroisses. C'était beaucoup
mieux arrangé chez Mélanie Pourtalès. Elle pouvait avoir le Saint-Synode et le
temple"
4931,Saint-Synode,-0.5768731,7.7952175,5.0,"arrangé, pourtalès, synode, mélanie, oratoire","mieux arrangé chez Mélanie Pourtalès. Elle pouvait avoir le Saint-Synode et le
temple de l'Oratoire si ça lui"
4932,Mme de Chaussepierre,-1.3431314,10.398598,5.414213562373095,"certainement, rappelait, impolie, trompais, chaussepierre","du mari.
« Mais, c'est Mme de Chaussepierre, vous avez été
très impolie. – Je"
4933,Chaussepierre,-1.3550713,10.449558,6.0,"chanlivault, fortunes, détestent, avouons, chaussepierre",". – Je ne sais pas ce que c'est Chaussepierre. – Le neveu de la
vieille mère Chanlivault"
4934,Mme de Charleval,-1.2279038,10.296606,5.0,"ça, connaissez, montmorency, charleval, henriette","connaissez que ça, c'est la
fille de Mme de Charleval, Henriette Montmorency. –
Ah ! mais"
4935,Henriette Montmorency,-1.173251,10.1885395,5.0,"fille, ah, montmorency, charleval, henriette","la
fille de Mme de Charleval, Henriette Montmorency. –
Ah ! mais j'ai très"
4936,Mme de Chaussepierre ?,-1.4368272,10.39105,5.0,"dernier, appelle, dites, chaussepierre, épelant","
pas ? Vous dites qu'elle s'appelle Mme de Chaussepierre ? »
dit-elle en épelant ce dernier mot"
4937,Chaussepierre !,-1.2806914,10.359787,5.0,"frère, croire, appeler, charleval, chaussepierre","que vous avez l'air de croire de s'appeler Chaussepierre ! Le
vieux Chaussepierre était le frère de la Charleval"
4938,Charleval,-1.2247726,10.41598,5.732050807568877,"hais, nommée, sennecour, merlerault, charleval","! Le
vieux Chaussepierre était le frère de la Charleval déjà nommée, de Mme de Sennecour
"
4939,"Mme de Sennecour
et de la vicomtesse du Merlerault",-1.0932009,10.122159,5.0,"vicomtesse, charleval, merlerault, nommée, sennecour","était le frère de la Charleval déjà nommée, de Mme de Sennecour
et de la vicomtesse du Merlerault. Ce sont des gens bien. – Ah "
4940,Merlerault,-1.2415346,10.412728,5.414213562373095,"devriez, trouverez, hais, charleval, merlerault","ne hais pas Charleval, mais j'avoue que du Merlerault est le
chef-d'oeuvre. Du reste"
4941,"Froberville
",-0.03133495,8.947079,5.0,"général, passait, colonel, froberville, chimay","au prince de Chimay qui passait. Le colonel de Froberville
(il avait pour oncle le général du même nom"
4942,"rencontrer
Swann",-3.1891959,8.117556,5.0,"voit, rencontrer, swann, hypothèse, adopté","le salon Swann, du moins sur l'hypothèse de rencontrer
Swann dans un instant) avait comme on voit adopté un"
4943,"véritable
des Guermantes",-1.0571394,8.723628,5.0,"pauvre, véritable, extrêmement, parente, épousée","si la femme qu'il avait épousée était parente très véritable
des Guermantes, c'en était une aussi extrêmement pauvre, et"
4944,garden-party,-0.71855706,9.3543215,5.414213562373095,"frivolité, invention, paravent, garden, party"," de Saint-Euverte.
L'annonce de cette garden-party dans les journaux qui, ensuite, après un récit"
4945,gênât,-0.53195095,8.9077,5.0,"réussite, souhaiter, anticiper, gênât, baromètre","chaque année à souhaiter que le mauvais
temps en gênât la réussite, à consulter le baromètre et à anticiper"
4946,Patronné,-0.120296784,7.000021,5.0,"jadis, égard, conduite, patronné, inqualifiable","sa conduite à notre égard a été inqualifiable.
Patronné jadis dans le monde par nous, par le duc"
4947,colin-tampon,-1.7960402,5.7560472,5.0,"français, étranger, fiche, tampon, colin","il est étranger. Je m'en fiche comme de colin-tampon. Pour un Français
c'est autre chose."
4948,Six,-5.335434,8.875293,5.0,"six, personnages, large, rembrandt, bourgmestre","large de certains personnages de
Rembrandt, le bourgmestre Six par exemple. On sentait que la question de
"
4949,« Voyez-vous,-1.7020615,9.908615,5.0,"au, reprit, voyez, début, tempête","n'ont jamais au début d'une
tempête. « Voyez-vous, reprit M. de Guermantes, même au"
4950,duc de Bouillon,-0.79482,9.572293,5.414213562373095,"frère, oriane, faisais, duc, bouillon",". C'est l'oncle
d'Oriane, le duc de Bouillon. – Le frère de Mme de Villeparisis"
4951,Mme de Lambresac,-0.97201365,9.875871,5.414213562373095,"bouillon, ramolli, prélat, communiantes, lambresac","de Bouillon.
« Parfaitement. Oriane, Mme de Lambresac vous dit
bonjour. »
En effet"
4952,duchesse de Lambresac,-0.7844227,8.994656,5.414213562373095,"étoile, similitude, évanescents, filante, lambresac","
une étoile filante un faible sourire destiné par la duchesse de Lambresac à
quelque personne qu'elle avait reconnue. Mais"
4953,Élévation,-4.2603035,8.338678,5.0,"connaissance, enterrement, élévation, mollement, jetaient","connaissance à l'église, au
moment de l'Élévation ou pendant un enterrement, et lui jetaient mollement un"
4954,"vicomte
d'Arlincourt",-0.18652388,9.499622,5.0,"reflète, conformité, loïsa, puget, arlincourt","part d'âme qu'elle reflète, au temps du vicomte
d'Arlincourt et de Loïsa Puget. Mieux maintenant la parfaite conformité"
4955,Loïsa Puget,-0.22992104,9.408928,5.0,"parfaite, conformité, loïsa, arlincourt, puget",", au temps du vicomte
d'Arlincourt et de Loïsa Puget. Mieux maintenant la parfaite conformité
d'apparence entre"
4956,duc de La Rochefoucauld,0.12260254,7.3985896,5.414213562373095,"succession, maternel, duc, daguerréotype, rochefoucauld","avais vu le
grand-père maternel de Saint-Loup, le duc de La Rochefoucauld, sur un
daguerréotype où il était exactement pareil"
4957,"Mme de Guermantes
et",-1.1614193,8.468443,6.0,"allasse, protocole, sensuel, goûté, guermantes","même du protocole, le musicien s'approcha davantage de Mme de Guermantes
et lui dit : « Madame la duchesse,"
4958,Mme de Saint-Euverte ,-0.78021437,9.41896,5.0,"demande, euverte, colonel, froberville, irez","ne vous demande pas si vous irez demain
chez Mme de Saint-Euverte », dit le colonel de
Froberville à Mme"
4959,M. d'Herweck,-3.3695083,6.948055,5.0,"pénible, produite, requête, intempestive, herweck","l'impression
pénible produite par la requête intempestive de M. d'Herweck. « Tout
Paris y sera. "
4960,Jupiter,-4.668484,8.920876,6.23606797749979,"courroucé, démence, désir, tonnant, jupiter",",
monumental, muet, courroucé, pareil à Jupiter tonnant, resta immobile ainsi
quelques secondes, les"
4961,assena,-0.22663558,7.342822,5.0,"profond, empreint, renversa, gantées, assena","gantées de blanc, il se renversa en avant et assena au
musicien un salut si profond, empreint de"
4962,"colonel de
Froberville",-0.97123027,9.627894,5.0,"dirai, colonel, froberville, serai, devrais","ne serai pas à Paris, répondit la duchesse au colonel de
Froberville. Je vous dirai (ce que je ne devrais"
4963,Montfort,-3.4545429,8.988628,5.414213562373095,"cessait, envier, ravisât, amaury, montfort","ne cessait plus de l'envier
d'aller à Montfort-l'Amaury quand elle savait fort bien qu'il"
4964,Rampillon,-0.9782363,9.679816,5.0,"tenez, différence, regardez, trouvez, rampillon","Pourquoi pas ? Tenez,
regardez la mère Rampillon, trouvez-vous une très grande différence entre ça et"
4965,la Force,-2.585373,6.150754,5.0,"force, êtres, jupiter, minerve, divins","son regard comme les êtres divins qui n'étaient que la Force et
la Beauté de Jupiter ou de Minerve."
4966,M. de Citri,-1.1080544,6.3748255,5.0,"aumale, épousant, lorraine, brillant, citri","avait cherché et fait un brillant mariage en épousant
M. de Citri, dont l'arrière-grand-mère était Aumale-Lorraine. Mais"
4967,Aumale-Lorraine,-1.0441785,6.220115,5.0,"arrière, aumale, lorraine, éprouvée, citri","M. de Citri, dont l'arrière-grand-mère était Aumale-Lorraine. Mais
aussitôt cette satisfaction éprouvée, son caractère"
4968,Mme de Citri,-1.0652474,8.329816,6.23606797749979,"germes, mme, symptômes, ravageait, citri","peu (à l'indignation près) de celle de Mme de Citri.
Mme de Citri était stupéfaite de"
4969,"Mme de Citri
en",-2.8196151,9.504319,5.0,"éprouvait, rage, citri, ôtait, concentrée","ôtait
quelque valeur à la rage concentrée qu'éprouvait Mme de Citri
en voyant Oriane dire bonjour à tel ou telle invité est"
4970,Franck,-5.1660233,8.201738,5.732050807568877,"fauré, réclamer, schumannesque, sonate, franck"," ! » Pour Wagner, puis
pour Franck, pour Debussy, elle ne se donnait même pas"
4971,Debussy,-5.237956,8.216383,7.60555127546399,"cocaïne, escargots, requérir, wagner, debussy","» Pour Wagner, puis
pour Franck, pour Debussy, elle ne se donnait même pas la peine de"
4972,Pythie,-4.7702937,7.3907633,5.0,"tirer, sortaient, horoscope, pythie, trépied","tirer un
horoscope. Non seulement comme à une Pythie sur son trépied les yeux lui
sortaient de la"
4973,oedipe,-4.8571215,8.500758,5.414213562373095,"sophocle, funèbre, oraison, abaissé, oedipe","avait pas été plutôt celle d'un jeune et vivant oedipe,
assis précisément dans ce fauteuil où il s'"
4974,Surgis ,-4.8176255,9.989454,5.0,"marquis, figure, surgis, lignes, proposaient","proposaient les lignes de la figure du jeune marquis de Surgis ; elle
semblait, tant M. de "
4975,Loi,-2.987491,5.4548206,5.0,"loi, sorcier, grimoire, sibyllins, inscrites","sibyllins et les figures inscrites sur cette table de la Loi semblaient le
grimoire qui allait permettre au vieux sorcier"
4976,Mme de Surgis-le-Duc,-4.8356204,9.980675,5.414213562373095,"malheureusement, politesse, facile, duc, surgis","
c'est d'apprendre que les deux fils de Mme de Surgis-le-Duc
n'étaient pas seulement de la même mère mais"
4977,Métis,-1.0206509,7.0172663,5.0,"abord, vient, destin, épousa, métis","mais cela vient de ce qu'il épousa d'abord Métis,
dans le destin de qui il était de"
4978,Thémis,-5.4751515,5.5257626,5.414213562373095,"léto, eurynome, dikè, sages, thémis","donner le jour à de sages enfants, puis
Thémis, et ensuite Eurynome, et Mnémosyne, et Léto"
4979,Eurynome,-5.456943,5.541018,5.0,"mnémosyne, thémis, léto, sages, eurynome","de sages enfants, puis
Thémis, et ensuite Eurynome, et Mnémosyne, et Léto, et en dernier"
4980,Mnémosyne,-5.4651523,5.491499,5.414213562373095,"éos, léto, eurynome, dikaïosunè, mnémosyne",", puis
Thémis, et ensuite Eurynome, et Mnémosyne, et Léto, et en dernier lieu
seulement"
4981,Léto,-5.464552,5.5367618,5.0,"mnémosyne, thémis, léto, eurynome, junon","Thémis, et ensuite Eurynome, et Mnémosyne, et Léto, et en dernier lieu
seulement Junon. Mais"
4982,"beautés
différentes",-4.3343267,9.537742,5.0,"reçu, eus, différentes, entrât, beautés","qui avaient reçu des beautés d'elle, mais des beautés
différentes.
J'eus enfin le plaisir que Swann entrât"
4983,quiet,-2.1648872,7.2418222,5.0,"soi, mélange, cruauté, soucieux, quiet","de la cruauté,
un retour à la fois quiet et soucieux sur soi-même (mélange à la"
4984,"suave
mari magno",-1.603353,8.146056,5.0,"magno, suave, pulvis, quia, memento","sur soi-même (mélange à la fois de suave
mari magno et de memento quia pulvis, eût dit Robert)"
4985,tuméfié,-1.7168344,6.117265,5.0,"vieil, énorme, cramoisi, hébreu, tuméfié","dans un visage agréable,
semblait maintenant énorme, tuméfié, cramoisi, plutôt celui d'un vieil Hébreu
"
4986,Hébreu,-1.7392901,6.177413,5.0,"curieux, cramoisi, valois, hébreu, tuméfié",", tuméfié, cramoisi, plutôt celui d'un vieil Hébreu
que d'un curieux Valois. D'ailleurs peut-être"
4987,Valois,-1.5642613,6.044578,5.0,"vieil, curieux, derniers, valois, hébreu","celui d'un vieil Hébreu
que d'un curieux Valois. D'ailleurs peut-être chez lui en ces derniers jours"
4988,Juan,-2.4529617,8.244041,5.0,"femmes, âge, don, juan, dételle",", qui a eu
autant de femmes que don Juan et qui à son âge ne dételle pas. Il"
4989,blackboulé,-1.342464,6.9647484,5.0,"fût, il, fallu, jockey, blackboulé","était-il pas fallu de peu qu'il ne fût blackboulé au
Jockey ? n'était-il pas un"
